Unnamed: 0,store,day_of_week,date,sales,promo,state_holiday,school_holiday,store_type,assortment,competition_distance,competition_open_since_month,competition_open_since_year,promo2,promo2_since_week,promo2_since_year,is_promo,year,month,week_of_year,year_week,competition_since,competition_time_month,promo_since,promo_time_week,day
841062,70,5,2013-01-04,5912,0,regular_day,1,c,extended,4840,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841063,71,5,2013-01-04,7737,0,regular_day,1,a,basic,17500,8,2008,1,37,2009,0,2013,1,1,2013-00,2008-08-01,53,2009-09-07,173,4
841064,72,5,2013-01-04,3198,0,regular_day,1,a,basic,2200,12,2009,1,13,2010,1,2013,1,1,2013-00,2009-12-01,37,2010-03-22,145,4
841065,73,5,2013-01-04,3932,0,regular_day,1,a,extended,1650,9,2008,0,1,2013,0,2013,1,1,2013-00,2008-09-01,52,2012-12-31,0,4
841066,74,5,2013-01-04,5090,0,regular_day,1,a,basic,330,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841067,75,5,2013-01-04,5882,0,regular_day,1,d,extended,22440,12,2013,0,1,2013,0,2013,1,1,2013-00,2013-12-01,-12,2012-12-31,0,4
841068,76,5,2013-01-04,8203,0,regular_day,1,d,extended,19960,3,2006,0,1,2013,0,2013,1,1,2013-00,2006-03-01,83,2012-12-31,0,4
841069,77,5,2013-01-04,6376,0,regular_day,1,d,extended,1090,8,2009,1,10,2014,1,2013,1,1,2013-00,2009-08-01,41,2014-03-03,-61,4
841070,78,5,2013-01-04,3043,0,regular_day,1,a,basic,3510,11,2006,1,5,2013,0,2013,1,1,2013-00,2006-11-01,75,2013-01-28,-4,4
841071,79,5,2013-01-04,4210,0,regular_day,1,a,basic,3320,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841072,80,5,2013-01-04,6407,0,regular_day,1,d,basic,7910,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841073,81,5,2013-01-04,5943,0,regular_day,1,a,basic,2370,3,2011,1,40,2014,1,2013,1,1,2013-00,2011-03-01,22,2014-09-29,-91,4
841074,82,5,2013-01-04,7892,0,regular_day,1,a,basic,22390,4,2008,1,37,2009,1,2013,1,1,2013-00,2008-04-01,57,2009-09-07,173,4
841075,83,5,2013-01-04,3264,0,regular_day,1,a,basic,2710,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841076,84,5,2013-01-04,11274,0,regular_day,1,a,extended,11810,8,2014,0,1,2013,0,2013,1,1,2013-00,2014-08-01,-20,2012-12-31,0,4
841077,85,5,2013-01-04,5339,0,regular_day,1,b,basic,1870,10,2011,0,1,2013,0,2013,1,1,2013-00,2011-10-01,15,2012-12-31,0,4
841078,86,5,2013-01-04,3487,0,regular_day,1,a,basic,480,2,2005,1,31,2013,1,2013,1,1,2013-00,2005-02-01,96,2013-07-29,-30,4
841079,87,5,2013-01-04,4405,0,regular_day,1,a,basic,560,12,2010,0,1,2013,0,2013,1,1,2013-00,2010-12-01,25,2012-12-31,0,4
841080,88,5,2013-01-04,5106,0,regular_day,1,a,basic,10690,10,2005,0,1,2013,0,2013,1,1,2013-00,2005-10-01,88,2012-12-31,0,4
841081,89,5,2013-01-04,5185,0,regular_day,1,a,basic,2380,7,2004,1,40,2014,1,2013,1,1,2013-00,2004-07-01,103,2014-09-29,-91,4
841082,90,5,2013-01-04,6861,0,regular_day,1,a,basic,330,11,2007,0,1,2013,0,2013,1,1,2013-00,2007-11-01,63,2012-12-31,0,4
841083,91,5,2013-01-04,4285,0,regular_day,1,c,basic,2410,1,2013,1,35,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-08-22,71,4
841084,92,5,2013-01-04,4934,0,regular_day,1,c,basic,240,1,2013,1,45,2009,0,2013,1,1,2013-00,2013-01-01,0,2009-11-02,165,4
841085,93,5,2013-01-04,6213,0,regular_day,1,a,basic,16690,1,2013,1,14,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-03-28,92,4
841086,94,5,2013-01-04,5737,0,regular_day,1,d,extended,14620,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841087,95,5,2013-01-04,6723,0,regular_day,0,a,basic,1890,10,2014,0,1,2013,0,2013,1,1,2013-00,2014-10-01,-22,2012-12-31,0,4
841088,96,5,2013-01-04,3984,0,regular_day,0,a,basic,8780,2,2005,1,37,2009,1,2013,1,1,2013-00,2005-02-01,96,2009-09-07,173,4
841089,97,5,2013-01-04,5818,0,regular_day,0,d,extended,8980,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841090,98,5,2013-01-04,3835,0,regular_day,1,d,extended,15140,12,2006,1,1,2012,1,2013,1,1,2013-00,2006-12-01,74,2011-12-26,53,4
841091,99,5,2013-01-04,3827,0,regular_day,1,c,extended,2030,11,2003,1,22,2012,0,2013,1,1,2013-00,2003-11-01,111,2012-05-21,32,4
841092,100,5,2013-01-04,7129,0,regular_day,1,d,basic,17930,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841093,101,5,2013-01-04,6553,0,regular_day,1,d,extended,2440,1,2013,1,22,2012,0,2013,1,1,2013-00,2013-01-01,0,2012-05-21,32,4
841094,102,5,2013-01-04,6174,0,regular_day,1,a,basic,150,12,2007,1,10,2014,0,2013,1,1,2013-00,2007-12-01,62,2014-03-03,-61,4
841095,104,5,2013-01-04,8279,0,regular_day,1,a,basic,390,6,2009,0,1,2013,0,2013,1,1,2013-00,2009-06-01,43,2012-12-31,0,4
841096,105,5,2013-01-04,2005,0,regular_day,1,a,extended,6190,1,2013,1,23,2013,0,2013,1,1,2013-00,2013-01-01,0,2013-06-03,-22,4
841097,106,5,2013-01-04,8793,0,regular_day,1,a,basic,1390,8,2013,0,1,2013,0,2013,1,1,2013-00,2013-08-01,-7,2012-12-31,0,4
841098,107,5,2013-01-04,6267,0,regular_day,1,a,basic,1930,9,2009,0,1,2013,0,2013,1,1,2013-00,2009-09-01,40,2012-12-31,0,4
841099,108,5,2013-01-04,9110,0,regular_day,1,d,extended,2190,9,2003,0,1,2013,0,2013,1,1,2013-00,2003-09-01,113,2012-12-31,0,4
841100,109,5,2013-01-04,5196,0,regular_day,1,a,extended,3300,11,2010,0,1,2013,0,2013,1,1,2013-00,2010-11-01,26,2012-12-31,0,4
841101,110,5,2013-01-04,4201,0,regular_day,1,a,extended,46590,4,2013,0,1,2013,0,2013,1,1,2013-00,2013-04-01,-3,2012-12-31,0,4
841102,111,5,2013-01-04,5548,0,regular_day,1,d,extended,7890,1,2013,1,37,2009,1,2013,1,1,2013-00,2013-01-01,0,2009-09-07,173,4
841103,112,5,2013-01-04,5845,0,regular_day,1,a,basic,1630,9,2009,0,1,2013,0,2013,1,1,2013-00,2009-09-01,40,2012-12-31,0,4
841104,113,5,2013-01-04,6649,0,regular_day,1,d,extended,20930,11,1999,0,1,2013,0,2013,1,1,2013-00,1999-11-01,160,2012-12-31,0,4
841105,114,5,2013-01-04,4870,0,regular_day,1,c,basic,4510,1,2013,1,48,2011,0,2013,1,1,2013-00,2013-01-01,0,2011-11-21,58,4
841106,115,5,2013-01-04,5414,0,regular_day,1,d,extended,5740,4,2007,1,40,2014,1,2013,1,1,2013-00,2007-04-01,70,2014-09-29,-91,4
841107,116,5,2013-01-04,7184,0,regular_day,1,a,basic,680,4,2013,0,1,2013,0,2013,1,1,2013-00,2013-04-01,-3,2012-12-31,0,4
841108,117,5,2013-01-04,3669,0,regular_day,1,a,basic,3450,9,2011,0,1,2013,0,2013,1,1,2013-00,2011-09-01,16,2012-12-31,0,4
841109,118,5,2013-01-04,5395,0,regular_day,1,d,extended,3580,9,2012,0,1,2013,0,2013,1,1,2013-00,2012-09-01,4,2012-12-31,0,4
841110,119,5,2013-01-04,5047,0,regular_day,1,a,extended,2100,2,2010,0,1,2013,0,2013,1,1,2013-00,2010-02-01,35,2012-12-31,0,4
841111,120,5,2013-01-04,6499,0,regular_day,1,d,basic,2290,12,2014,1,37,2009,1,2013,1,1,2013-00,2014-12-01,-24,2009-09-07,173,4
841112,121,5,2013-01-04,4459,0,regular_day,0,a,basic,3570,11,2009,1,36,2013,0,2013,1,1,2013-00,2009-11-01,38,2013-09-02,-35,4
841113,122,5,2013-01-04,5248,0,regular_day,1,a,extended,58260,4,2013,0,1,2013,0,2013,1,1,2013-00,2013-04-01,-3,2012-12-31,0,4
841114,123,5,2013-01-04,7734,0,regular_day,1,a,basic,16760,9,2011,0,1,2013,0,2013,1,1,2013-00,2011-09-01,16,2012-12-31,0,4
841115,124,5,2013-01-04,4525,0,regular_day,1,a,basic,1410,4,2003,0,1,2013,0,2013,1,1,2013-00,2003-04-01,118,2012-12-31,0,4
841116,125,5,2013-01-04,10586,0,regular_day,1,a,basic,760,12,2005,0,1,2013,0,2013,1,1,2013-00,2005-12-01,86,2012-12-31,0,4
841117,126,5,2013-01-04,5186,0,regular_day,1,d,basic,3370,10,2014,1,18,2011,0,2013,1,1,2013-00,2014-10-01,-22,2011-04-25,88,4
841118,127,5,2013-01-04,3415,0,regular_day,1,d,basic,1350,12,2005,1,13,2010,1,2013,1,1,2013-00,2005-12-01,86,2010-03-22,145,4
841119,128,5,2013-01-04,4671,0,regular_day,1,d,extended,2000,1,2013,1,1,2013,1,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841120,129,5,2013-01-04,8196,0,regular_day,1,a,basic,2460,1,2013,1,14,2011,1,2013,1,1,2013-00,2013-01-01,0,2011-03-28,92,4
841121,130,5,2013-01-04,4012,0,regular_day,1,c,basic,900,1,2013,1,13,2010,1,2013,1,1,2013-00,2013-01-01,0,2010-03-22,145,4
841122,131,5,2013-01-04,4563,0,regular_day,1,c,basic,920,7,2015,0,1,2013,0,2013,1,1,2013-00,2015-07-01,-31,2012-12-31,0,4
841123,132,5,2013-01-04,3281,0,regular_day,1,d,extended,1040,1,2013,1,27,2012,1,2013,1,1,2013-00,2013-01-01,0,2012-06-25,27,4
841124,133,5,2013-01-04,7563,0,regular_day,1,a,basic,270,8,2013,1,10,2014,0,2013,1,1,2013-00,2013-08-01,-7,2014-03-03,-61,4
841125,134,5,2013-01-04,4695,0,regular_day,1,a,basic,1200,9,2008,0,1,2013,0,2013,1,1,2013-00,2008-09-01,52,2012-12-31,0,4
841126,135,5,2013-01-04,4809,0,regular_day,1,d,basic,5190,1,2013,1,1,2013,1,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841127,136,5,2013-01-04,3599,0,regular_day,1,a,extended,2200,12,2010,1,22,2012,0,2013,1,1,2013-00,2010-12-01,25,2012-05-21,32,4
841128,137,5,2013-01-04,8224,0,regular_day,1,a,basic,1730,7,2015,1,40,2014,1,2013,1,1,2013-00,2015-07-01,-31,2014-09-29,-91,4
841129,138,5,2013-01-04,5960,0,regular_day,0,a,extended,25360,10,2014,0,1,2013,0,2013,1,1,2013-00,2014-10-01,-22,2012-12-31,0,4
841130,139,5,2013-01-04,5678,0,regular_day,1,a,basic,1700,1,2008,1,14,2011,1,2013,1,1,2013-00,2008-01-01,61,2011-03-28,92,4
841131,140,5,2013-01-04,6720,0,regular_day,1,a,extended,1090,7,2010,1,1,2013,1,2013,1,1,2013-00,2010-07-01,30,2012-12-31,0,4
841132,141,5,2013-01-04,5371,0,regular_day,1,c,extended,1540,1,2013,1,22,2012,0,2013,1,1,2013-00,2013-01-01,0,2012-05-21,32,4
841133,142,5,2013-01-04,4285,0,regular_day,1,a,basic,1090,7,2002,0,1,2013,0,2013,1,1,2013-00,2002-07-01,128,2012-12-31,0,4
841134,143,5,2013-01-04,5150,0,regular_day,1,d,basic,2930,12,2002,0,1,2013,0,2013,1,1,2013-00,2002-12-01,122,2012-12-31,0,4
841135,144,5,2013-01-04,8802,0,regular_day,1,a,extended,16570,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841136,145,5,2013-01-04,6949,0,regular_day,1,a,basic,280,1,2013,1,45,2009,0,2013,1,1,2013-00,2013-01-01,0,2009-11-02,165,4
841137,146,5,2013-01-04,7089,0,regular_day,1,d,extended,8050,10,1961,1,48,2012,1,2013,1,1,2013-00,1961-10-01,624,2012-11-19,6,4
841138,147,5,2013-01-04,7485,0,regular_day,1,d,extended,8540,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841139,148,5,2013-01-04,7482,0,regular_day,1,a,basic,2090,12,2008,0,1,2013,0,2013,1,1,2013-00,2008-12-01,49,2012-12-31,0,4
841140,149,5,2013-01-04,5224,0,regular_day,1,d,basic,2610,7,2006,1,14,2011,1,2013,1,1,2013-00,2006-07-01,79,2011-03-28,92,4
841141,150,5,2013-01-04,7337,0,regular_day,1,c,extended,31830,3,2010,0,1,2013,0,2013,1,1,2013-00,2010-03-01,34,2012-12-31,0,4
841142,151,5,2013-01-04,5859,0,regular_day,1,d,extended,4360,10,2005,0,1,2013,0,2013,1,1,2013-00,2005-10-01,88,2012-12-31,0,4
841143,152,5,2013-01-04,4364,0,regular_day,1,a,basic,1780,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841144,153,5,2013-01-04,5834,0,regular_day,1,a,basic,16240,10,2000,1,18,2011,0,2013,1,1,2013-00,2000-10-01,149,2011-04-25,88,4
841145,154,5,2013-01-04,7448,0,regular_day,1,d,extended,16420,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841146,155,5,2013-01-04,4687,0,regular_day,1,d,basic,3050,1,2013,1,35,2010,1,2013,1,1,2013-00,2013-01-01,0,2010-08-23,123,4
841147,156,5,2013-01-04,6107,0,regular_day,1,a,basic,2020,2,2011,1,14,2011,0,2013,1,1,2013-00,2011-02-01,23,2011-03-28,92,4
841148,157,5,2013-01-04,8310,0,regular_day,1,a,extended,2950,10,2004,0,1,2013,0,2013,1,1,2013-00,2004-10-01,100,2012-12-31,0,4
841149,158,5,2013-01-04,7795,0,regular_day,1,d,extended,11840,1,2013,1,31,2009,0,2013,1,1,2013-00,2013-01-01,0,2009-07-27,179,4
841150,159,5,2013-01-04,6937,0,regular_day,1,d,basic,8530,3,2013,0,1,2013,0,2013,1,1,2013-00,2013-03-01,-2,2012-12-31,0,4
841151,160,5,2013-01-04,5623,0,regular_day,1,d,extended,17110,11,2005,0,1,2013,0,2013,1,1,2013-00,2005-11-01,87,2012-12-31,0,4
841152,161,5,2013-01-04,5977,0,regular_day,1,a,extended,2970,3,2005,0,1,2013,0,2013,1,1,2013-00,2005-03-01,95,2012-12-31,0,4
841153,162,5,2013-01-04,7298,0,regular_day,1,d,extended,5340,3,2012,1,13,2010,1,2013,1,1,2013-00,2012-03-01,10,2010-03-22,145,4
841154,163,5,2013-01-04,8587,0,regular_day,1,a,basic,1480,4,2009,0,1,2013,0,2013,1,1,2013-00,2009-04-01,45,2012-12-31,0,4
841155,164,5,2013-01-04,5358,0,regular_day,1,a,basic,1160,9,2005,1,13,2010,1,2013,1,1,2013-00,2005-09-01,89,2010-03-22,145,4
841156,165,5,2013-01-04,3551,0,regular_day,1,a,basic,3720,4,2005,1,13,2010,1,2013,1,1,2013-00,2005-04-01,94,2010-03-22,145,4
841157,166,5,2013-01-04,5309,0,regular_day,1,a,extended,100,4,2014,1,31,2013,1,2013,1,1,2013-00,2014-04-01,-16,2013-07-29,-30,4
841158,167,5,2013-01-04,6973,0,regular_day,1,a,basic,140,4,2008,0,1,2013,0,2013,1,1,2013-00,2008-04-01,57,2012-12-31,0,4
841159,168,5,2013-01-04,6428,0,regular_day,1,a,basic,12540,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841160,169,5,2013-01-04,7412,0,regular_day,1,d,basic,980,7,2014,1,18,2014,0,2013,1,1,2013-00,2014-07-01,-19,2014-04-28,-69,4
841161,170,5,2013-01-04,5628,0,regular_day,1,a,basic,1070,5,2015,1,14,2011,1,2013,1,1,2013-00,2015-05-01,-29,2011-03-28,92,4
841162,171,5,2013-01-04,6992,0,regular_day,1,a,basic,2640,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841163,172,5,2013-01-04,5545,0,regular_day,1,a,basic,110,1,2013,1,40,2014,1,2013,1,1,2013-00,2013-01-01,0,2014-09-29,-91,4
841164,173,5,2013-01-04,6651,0,regular_day,1,a,basic,350,12,2012,0,1,2013,0,2013,1,1,2013-00,2012-12-01,1,2012-12-31,0,4
841165,174,5,2013-01-04,5098,0,regular_day,1,a,basic,13090,1,2013,1,22,2012,1,2013,1,1,2013-00,2013-01-01,0,2012-05-21,32,4
841166,175,5,2013-01-04,4240,0,regular_day,1,c,basic,4130,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841167,176,5,2013-01-04,4980,0,regular_day,1,a,basic,3770,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841168,177,5,2013-01-04,3652,0,regular_day,1,a,basic,1250,2,2004,1,5,2013,0,2013,1,1,2013-00,2004-02-01,108,2013-01-28,-4,4
841169,178,5,2013-01-04,9339,0,regular_day,0,d,basic,1710,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841170,179,5,2013-01-04,5501,0,regular_day,1,a,extended,480,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841171,180,5,2013-01-04,6044,0,regular_day,1,d,basic,5800,9,2010,0,1,2013,0,2013,1,1,2013-00,2010-09-01,28,2012-12-31,0,4
841172,181,5,2013-01-04,5705,0,regular_day,1,a,basic,12610,3,2013,1,14,2011,1,2013,1,1,2013-00,2013-03-01,-2,2011-03-28,92,4
841173,182,5,2013-01-04,4565,0,regular_day,1,d,extended,1390,1,2013,1,9,2011,0,2013,1,1,2013-00,2013-01-01,0,2011-02-21,97,4
841174,183,5,2013-01-04,4303,0,regular_day,1,a,basic,9670,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841175,184,5,2013-01-04,5319,0,regular_day,1,d,extended,3560,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841176,185,5,2013-01-04,6601,0,regular_day,1,d,extended,1860,5,2015,0,1,2013,0,2013,1,1,2013-00,2015-05-01,-29,2012-12-31,0,4
841177,186,5,2013-01-04,3275,0,regular_day,1,a,basic,290,10,2011,1,40,2014,1,2013,1,1,2013-00,2011-10-01,15,2014-09-29,-91,4
841178,187,5,2013-01-04,6478,0,regular_day,1,a,extended,19360,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841179,188,5,2013-01-04,3541,0,regular_day,1,d,basic,850,1,2013,1,18,2011,0,2013,1,1,2013-00,2013-01-01,0,2011-04-25,88,4
841180,189,5,2013-01-04,8600,0,regular_day,1,d,basic,5760,7,2014,0,1,2013,0,2013,1,1,2013-00,2014-07-01,-19,2012-12-31,0,4
841181,190,5,2013-01-04,5702,0,regular_day,1,a,basic,1470,12,2006,1,40,2014,1,2013,1,1,2013-00,2006-12-01,74,2014-09-29,-91,4
841182,191,5,2013-01-04,5947,0,regular_day,1,a,basic,1100,8,2013,1,40,2014,1,2013,1,1,2013-00,2013-08-01,-7,2014-09-29,-91,4
841183,192,5,2013-01-04,4355,0,regular_day,1,d,extended,2770,3,2008,1,40,2014,1,2013,1,1,2013-00,2008-03-01,59,2014-09-29,-91,4
841184,193,5,2013-01-04,3603,0,regular_day,1,a,basic,520,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841185,194,5,2013-01-04,4279,0,regular_day,1,d,extended,16970,1,2013,1,5,2013,0,2013,1,1,2013-00,2013-01-01,0,2013-01-28,-4,4
841186,195,5,2013-01-04,8742,0,regular_day,1,a,extended,220,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841187,196,5,2013-01-04,4530,0,regular_day,1,c,basic,3850,11,2005,1,14,2011,1,2013,1,1,2013-00,2005-11-01,87,2011-03-28,92,4
841188,197,5,2013-01-04,5819,0,regular_day,1,c,basic,4210,3,2015,0,1,2013,0,2013,1,1,2013-00,2015-03-01,-27,2012-12-31,0,4
841189,198,5,2013-01-04,2808,0,regular_day,1,a,basic,290,9,2002,1,13,2010,1,2013,1,1,2013-00,2002-09-01,125,2010-03-22,145,4
841190,199,5,2013-01-04,6429,0,regular_day,1,d,extended,6360,12,2010,1,14,2012,0,2013,1,1,2013-00,2010-12-01,25,2012-03-26,40,4
841191,200,5,2013-01-04,7317,0,regular_day,1,a,basic,1650,10,2000,0,1,2013,0,2013,1,1,2013-00,2000-10-01,149,2012-12-31,0,4
841192,201,5,2013-01-04,4968,0,regular_day,1,d,basic,20260,1,2013,1,18,2014,0,2013,1,1,2013-00,2013-01-01,0,2014-04-28,-69,4
841193,202,5,2013-01-04,4633,0,regular_day,1,d,extended,5140,5,2010,0,1,2013,0,2013,1,1,2013-00,2010-05-01,32,2012-12-31,0,4
841194,203,5,2013-01-04,5746,0,regular_day,1,c,extended,490,11,2002,0,1,2013,0,2013,1,1,2013-00,2002-11-01,123,2012-12-31,0,4
841195,204,5,2013-01-04,4826,0,regular_day,1,a,basic,5630,12,2002,1,40,2014,1,2013,1,1,2013-00,2002-12-01,122,2014-09-29,-91,4
841196,205,5,2013-01-04,5804,0,regular_day,1,a,basic,110,12,2007,0,1,2013,0,2013,1,1,2013-00,2007-12-01,62,2012-12-31,0,4
841197,206,5,2013-01-04,4708,0,regular_day,1,a,extended,380,1,2013,1,14,2012,1,2013,1,1,2013-00,2013-01-01,0,2012-03-26,40,4
841198,207,5,2013-01-04,9287,0,regular_day,1,a,basic,6870,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841199,208,5,2013-01-04,2325,0,regular_day,1,c,basic,300,4,2006,0,1,2013,0,2013,1,1,2013-00,2006-04-01,82,2012-12-31,0,4
841200,209,5,2013-01-04,5417,0,regular_day,1,a,extended,11680,9,2011,1,31,2013,1,2013,1,1,2013-00,2011-09-01,16,2013-07-29,-30,4
841201,210,5,2013-01-04,2513,0,regular_day,1,d,basic,970,11,1999,1,5,2013,0,2013,1,1,2013-00,1999-11-01,160,2013-01-28,-4,4
841202,211,5,2013-01-04,10752,0,regular_day,1,a,extended,350,11,2006,0,1,2013,0,2013,1,1,2013-00,2006-11-01,75,2012-12-31,0,4
841203,212,5,2013-01-04,4445,0,regular_day,1,a,extended,15050,9,2008,0,1,2013,0,2013,1,1,2013-00,2008-09-01,52,2012-12-31,0,4
841204,213,5,2013-01-04,5829,0,regular_day,1,d,extended,4030,3,2014,1,1,2014,1,2013,1,1,2013-00,2014-03-01,-15,2013-12-30,-52,4
841205,214,5,2013-01-04,8808,0,regular_day,1,d,basic,8650,7,2013,1,10,2014,1,2013,1,1,2013-00,2013-07-01,-6,2014-03-03,-61,4
841206,215,5,2013-01-04,5716,0,regular_day,1,d,basic,150,1,2013,1,45,2009,0,2013,1,1,2013-00,2013-01-01,0,2009-11-02,165,4
841207,216,5,2013-01-04,5662,0,regular_day,1,c,basic,190,1,2013,1,45,2009,0,2013,1,1,2013-00,2013-01-01,0,2009-11-02,165,4
841208,217,5,2013-01-04,3728,0,regular_day,1,c,basic,3150,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841209,218,5,2013-01-04,4969,0,regular_day,1,a,extended,640,1,2013,1,9,2011,0,2013,1,1,2013-00,2013-01-01,0,2011-02-21,97,4
841210,219,5,2013-01-04,2852,0,regular_day,1,a,basic,1640,2,2013,0,1,2013,0,2013,1,1,2013-00,2013-02-01,-1,2012-12-31,0,4
841211,220,5,2013-01-04,4059,0,regular_day,1,a,basic,1000,9,2008,0,1,2013,0,2013,1,1,2013-00,2008-09-01,52,2012-12-31,0,4
841212,221,5,2013-01-04,5842,0,regular_day,1,d,extended,13530,9,2013,0,1,2013,0,2013,1,1,2013-00,2013-09-01,-8,2012-12-31,0,4
841213,222,5,2013-01-04,4323,0,regular_day,1,a,basic,2170,11,2008,0,1,2013,0,2013,1,1,2013-00,2008-11-01,50,2012-12-31,0,4
841214,223,5,2013-01-04,5781,0,regular_day,1,d,extended,2920,10,1995,1,27,2011,1,2013,1,1,2013-00,1995-10-01,210,2011-06-27,79,4
841215,224,5,2013-01-04,5116,0,regular_day,1,d,extended,7930,1,2013,1,1,2013,1,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841216,225,5,2013-01-04,5223,0,regular_day,1,d,basic,10180,5,2015,0,1,2013,0,2013,1,1,2013-00,2015-05-01,-29,2012-12-31,0,4
841217,226,5,2013-01-04,7405,0,regular_day,1,a,basic,450,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841218,227,5,2013-01-04,5217,0,regular_day,1,a,basic,2370,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841219,228,5,2013-01-04,6231,0,regular_day,1,d,extended,10800,1,2013,1,18,2011,0,2013,1,1,2013-00,2013-01-01,0,2011-04-25,88,4
841220,229,5,2013-01-04,7056,0,regular_day,1,d,extended,17410,4,2007,1,14,2011,1,2013,1,1,2013-00,2007-04-01,70,2011-03-28,92,4
841221,230,5,2013-01-04,6398,0,regular_day,1,d,extended,6680,9,2013,0,1,2013,0,2013,1,1,2013-00,2013-09-01,-8,2012-12-31,0,4
841222,231,5,2013-01-04,3640,0,regular_day,1,d,extended,3840,10,2008,1,39,2010,0,2013,1,1,2013-00,2008-10-01,51,2010-09-20,119,4
841223,232,5,2013-01-04,1353,0,regular_day,1,c,extended,13570,5,2010,1,10,2013,0,2013,1,1,2013-00,2010-05-01,32,2013-03-04,-9,4
841224,233,5,2013-01-04,7837,0,regular_day,1,a,basic,1890,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841225,234,5,2013-01-04,8301,0,regular_day,1,d,basic,4370,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841226,235,5,2013-01-04,5562,0,regular_day,1,a,basic,5710,3,2012,1,37,2009,1,2013,1,1,2013-00,2012-03-01,10,2009-09-07,173,4
841227,236,5,2013-01-04,6402,0,regular_day,1,a,basic,1000,11,2007,0,1,2013,0,2013,1,1,2013-00,2007-11-01,63,2012-12-31,0,4
841228,237,5,2013-01-04,4391,0,regular_day,1,a,basic,1420,11,2007,0,1,2013,0,2013,1,1,2013-00,2007-11-01,63,2012-12-31,0,4
841229,238,5,2013-01-04,6321,0,regular_day,1,a,basic,320,1,2013,1,45,2009,0,2013,1,1,2013-00,2013-01-01,0,2009-11-02,165,4
841230,239,5,2013-01-04,3712,0,regular_day,1,d,extended,610,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841231,240,5,2013-01-04,3607,0,regular_day,1,a,basic,1110,5,2009,0,1,2013,0,2013,1,1,2013-00,2009-05-01,44,2012-12-31,0,4
841232,241,5,2013-01-04,5559,0,regular_day,1,d,extended,780,1,2013,0,1,2013,0,2013,1,1,2013-00,2013-01-01,0,2012-12-31,0,4
841233,242,5,2013-01-04,3832,0,regular_day,1,d,basic,6880,9,2001,1,14,2011,1,2013,1,1,2013-00,2001-09-01,138,2011-03-28,92,4
841234,243,5,2013-01-04,6108,0,regular_day,1,a,basic,310,1,2013,1,5,2013,0,2013,1,1,2013-00,2013-01-01,0,2013-01-28,-4,4
